request_number,industry
97,"Elektrotechnik, Elektronik, Telekommunikation, IT"
98,"Wissenschaft, Bildung, Forschung und Entwicklung"
99,"Wissenschaft, Bildung, Forschung und Entwicklung"
100,"Wissenschaft, Bildung, Forschung und Entwicklung"
101,"Elektrotechnik, Elektronik, Telekommunikation, IT"
102,"Elektrotechnik, Elektronik, Telekommunikation, IT"
103,"Elektrotechnik, Elektronik, Telekommunikation, IT"
104,"Elektrotechnik, Elektronik, Telekommunikation, IT"
105,"Elektrotechnik, Elektronik, Telekommunikation, IT"
106,"Elektrotechnik, Elektronik, Telekommunikation, IT"
107,Umwelt
108,"Elektrotechnik, Elektronik, Telekommunikation, IT"
109,"Elektrotechnik, Elektronik, Telekommunikation, IT"
110,"Elektrotechnik, Elektronik, Telekommunikation, IT"
111,"Elektrotechnik, Elektronik, Telekommunikation, IT"
112,"Elektrotechnik, Elektronik, Telekommunikation, IT"
113,"Elektrotechnik, Elektronik, Telekommunikation, IT"
114,"Elektrotechnik, Elektronik, Telekommunikation, IT"
115,"Elektrotechnik, Elektronik, Telekommunikation, IT"
116,"Wissenschaft, Bildung, Forschung und Entwicklung"
117,"Elektrotechnik, Elektronik, Telekommunikation, IT"
118,"Elektrotechnik, Elektronik, Telekommunikation, IT"
119,"Wissenschaft, Bildung, Forschung und Entwicklung"
120,"Wissenschaft, Bildung, Forschung und Entwicklung"
121,"Wissenschaft, Bildung, Forschung und Entwicklung"
122,"Elektrotechnik, Elektronik, Telekommunikation, IT"
123,Umwelt
124,"Wissenschaft, Bildung, Forschung und Entwicklung"
125,"Elektrotechnik, Elektronik, Telekommunikation, IT"
126,"Elektrotechnik, Elektronik, Telekommunikation, IT"
127,"Wissenschaft, Bildung, Forschung und Entwicklung"
128,"Wissenschaft, Bildung, Forschung und Entwicklung"
129,"Elektrotechnik, Elektronik, Telekommunikation, IT"
130,"Elektrotechnik, Elektronik, Telekommunikation, IT"
131,"Wissenschaft, Bildung, Forschung und Entwicklung"
132,"Elektrotechnik, Elektronik, Telekommunikation, IT"
133,"Elektrotechnik, Elektronik, Telekommunikation, IT"
134,"Elektrotechnik, Elektronik, Telekommunikation, IT"
135,"Elektrotechnik, Elektronik, Telekommunikation, IT"
136,Umwelt
137,"Elektrotechnik, Elektronik, Telekommunikation, IT"
138,"Wissenschaft, Bildung, Forschung und Entwicklung"
139,"Soziales, Gesundheit, Schönheitspflege"
140,"Elektrotechnik, Elektronik, Telekommunikation, IT"
141,"Wissenschaft, Bildung, Forschung und Entwicklung"
142,"Elektrotechnik, Elektronik, Telekommunikation, IT"
143,"Elektrotechnik, Elektronik, Telekommunikation, IT"
144,"Soziales, Gesundheit, Schönheitspflege"
145,"Elektrotechnik, Elektronik, Telekommunikation, IT"
146,"Elektrotechnik, Elektronik, Telekommunikation, IT"
147,"Elektrotechnik, Elektronik, Telekommunikation, IT"
148,"Elektrotechnik, Elektronik, Telekommunikation, IT"
149,"Elektrotechnik, Elektronik, Telekommunikation, IT"
150,"Elektrotechnik, Elektronik, Telekommunikation, IT"
151,"Elektrotechnik, Elektronik, Telekommunikation, IT"
152,"Elektrotechnik, Elektronik, Telekommunikation, IT"
153,"Wissenschaft, Bildung, Forschung und Entwicklung"
154,"Elektrotechnik, Elektronik, Telekommunikation, IT"
155,"Wissenschaft, Bildung, Forschung und Entwicklung"
156,"Elektrotechnik, Elektronik, Telekommunikation, IT"
157,"Elektrotechnik, Elektronik, Telekommunikation, IT"
158,"Elektrotechnik, Elektronik, Telekommunikation, IT"
159,"Elektrotechnik, Elektronik, Telekommunikation, IT"
160,"Elektrotechnik, Elektronik, Telekommunikation, IT"
161,"Wissenschaft, Bildung, Forschung und Entwicklung"
162,"Elektrotechnik, Elektronik, Telekommunikation, IT"
163,Umwelt
164,"Wissenschaft, Bildung, Forschung und Entwicklung"
165,"Elektrotechnik, Elektronik, Telekommunikation, IT"
166,"Elektrotechnik, Elektronik, Telekommunikation, IT"
167,"Wissenschaft, Bildung, Forschung und Entwicklung"
168,"Wissenschaft, Bildung, Forschung und Entwicklung"
169,"Elektrotechnik, Elektronik, Telekommunikation, IT"
170,"Elektrotechnik, Elektronik, Telekommunikation, IT"
171,"Soziales, Gesundheit, Schönheitspflege"
172,Umwelt
173,"Elektrotechnik, Elektronik, Telekommunikation, IT"
174,"Wissenschaft, Bildung, Forschung und Entwicklung"
175,"Elektrotechnik, Elektronik, Telekommunikation, IT"
176,"Elektrotechnik, Elektronik, Telekommunikation, IT"
177,"Wissenschaft, Bildung, Forschung und Entwicklung"
178,"Wissenschaft, Bildung, Forschung und Entwicklung"
179,Umwelt
180,"Wissenschaft, Bildung, Forschung und Entwicklung"
181,"Wissenschaft, Bildung, Forschung und Entwicklung"
182,"Elektrotechnik, Elektronik, Telekommunikation, IT"
183,"Wissenschaft, Bildung, Forschung und Entwicklung"
184,Umwelt
185,"Elektrotechnik, Elektronik, Telekommunikation, IT"
186,"Elektrotechnik, Elektronik, Telekommunikation, IT"
187,"Elektrotechnik, Elektronik, Telekommunikation, IT"
188,Umwelt
189,"Wissenschaft, Bildung, Forschung und Entwicklung"
190,"Elektrotechnik, Elektronik, Telekommunikation, IT"
191,"Wissenschaft, Bildung, Forschung und Entwicklung"
192,"Elektrotechnik, Elektronik, Telekommunikation, IT"
193,"Elektrotechnik, Elektronik, Telekommunikation, IT"
194,"Elektrotechnik, Elektronik, Telekommunikation, IT"
195,"Wissenschaft, Bildung, Forschung und Entwicklung"
196,"Elektrotechnik, Elektronik, Telekommunikation, IT"
197,"Wissenschaft, Bildung, Forschung und Entwicklung"
198,"Wissenschaft, Bildung, Forschung und Entwicklung"
199,"Elektrotechnik, Elektronik, Telekommunikation, IT"
200,"Wissenschaft, Bildung, Forschung und Entwicklung"
201,"Elektrotechnik, Elektronik, Telekommunikation, IT"
202,"Elektrotechnik, Elektronik, Telekommunikation, IT"
203,"Elektrotechnik, Elektronik, Telekommunikation, IT"
204,"Elektrotechnik, Elektronik, Telekommunikation, IT"
205,"Elektrotechnik, Elektronik, Telekommunikation, IT"
206,Umwelt
207,"Wissenschaft, Bildung, Forschung und Entwicklung"
208,"Elektrotechnik, Elektronik, Telekommunikation, IT"
209,"Elektrotechnik, Elektronik, Telekommunikation, IT"
210,"Elektrotechnik, Elektronik, Telekommunikation, IT"
211,"Elektrotechnik, Elektronik, Telekommunikation, IT"
212,"Elektrotechnik, Elektronik, Telekommunikation, IT"
213,"Wissenschaft, Bildung, Forschung und Entwicklung"
214,"Elektrotechnik, Elektronik, Telekommunikation, IT"
215,"Soziales, Gesundheit, Schönheitspflege"
216,"Elektrotechnik, Elektronik, Telekommunikation, IT"
217,"Wissenschaft, Bildung, Forschung und Entwicklung"
218,"Elektrotechnik, Elektronik, Telekommunikation, IT"
219,"Soziales, Gesundheit, Schönheitspflege"
220,"Wissenschaft, Bildung, Forschung und Entwicklung"
221,"Elektrotechnik, Elektronik, Telekommunikation, IT"
222,"Soziales, Gesundheit, Schönheitspflege"
223,"Wissenschaft, Bildung, Forschung und Entwicklung"
224,"Wissenschaft, Bildung, Forschung und Entwicklung"
225,"Elektrotechnik, Elektronik, Telekommunikation, IT"
226,"Wissenschaft, Bildung, Forschung und Entwicklung"
227,"Wissenschaft, Bildung, Forschung und Entwicklung"
228,"Elektrotechnik, Elektronik, Telekommunikation, IT"
229,"Elektrotechnik, Elektronik, Telekommunikation, IT"
230,Umwelt
231,"Elektrotechnik, Elektronik, Telekommunikation, IT"
232,"Elektrotechnik, Elektronik, Telekommunikation, IT"
233,"Elektrotechnik, Elektronik, Telekommunikation, IT"
234,"Elektrotechnik, Elektronik, Telekommunikation, IT"
235,"Elektrotechnik, Elektronik, Telekommunikation, IT"
236,Umwelt
237,"Elektrotechnik, Elektronik, Telekommunikation, IT"
238,"Wissenschaft, Bildung, Forschung und Entwicklung"
239,"Wissenschaft, Bildung, Forschung und Entwicklung"
240,"Wissenschaft, Bildung, Forschung und Entwicklung"
241,"Wissenschaft, Bildung, Forschung und Entwicklung"
242,"Elektrotechnik, Elektronik, Telekommunikation, IT"
243,"Elektrotechnik, Elektronik, Telekommunikation, IT"
244,"Chemie, Biotechnologie, Lebensmittel, Kunststoffe"
245,"Wissenschaft, Bildung, Forschung und Entwicklung"
246,"Elektrotechnik, Elektronik, Telekommunikation, IT"
247,"Elektrotechnik, Elektronik, Telekommunikation, IT"
248,Umwelt
249,"Elektrotechnik, Elektronik, Telekommunikation, IT"
250,"Elektrotechnik, Elektronik, Telekommunikation, IT"
251,"Wissenschaft, Bildung, Forschung und Entwicklung"
252,"Elektrotechnik, Elektronik, Telekommunikation, IT"
253,"Elektrotechnik, Elektronik, Telekommunikation, IT"
254,"Elektrotechnik, Elektronik, Telekommunikation, IT"
255,"Wissenschaft, Bildung, Forschung und Entwicklung"
256,"Wissenschaft, Bildung, Forschung und Entwicklung"
257,"Wissenschaft, Bildung, Forschung und Entwicklung"
258,"Wissenschaft, Bildung, Forschung und Entwicklung"
259,"Wissenschaft, Bildung, Forschung und Entwicklung"
260,"Wissenschaft, Bildung, Forschung und Entwicklung"
261,"Elektrotechnik, Elektronik, Telekommunikation, IT"
262,"Wissenschaft, Bildung, Forschung und Entwicklung"
263,"Elektrotechnik, Elektronik, Telekommunikation, IT"
264,"Elektrotechnik, Elektronik, Telekommunikation, IT"
265,"Wissenschaft, Bildung, Forschung und Entwicklung"
266,"Elektrotechnik, Elektronik, Telekommunikation, IT"
267,"Elektrotechnik, Elektronik, Telekommunikation, IT"
268,"Wissenschaft, Bildung, Forschung und Entwicklung"
269,"Wissenschaft, Bildung, Forschung und Entwicklung"
270,"Wissenschaft, Bildung, Forschung und Entwicklung"
271,"Wissenschaft, Bildung, Forschung und Entwicklung"
272,"Elektrotechnik, Elektronik, Telekommunikation, IT"
273,"Elektrotechnik, Elektronik, Telekommunikation, IT"
274,"Elektrotechnik, Elektronik, Telekommunikation, IT"
275,"Elektrotechnik, Elektronik, Telekommunikation, IT"
276,"Elektrotechnik, Elektronik, Telekommunikation, IT"
277,"Medien, Grafik, Design, Druck, Kunst, Kunsthandwerk"
278,"Wissenschaft, Bildung, Forschung und Entwicklung"
279,"Elektrotechnik, Elektronik, Telekommunikation, IT"
280,"Elektrotechnik, Elektronik, Telekommunikation, IT"
281,"Elektrotechnik, Elektronik, Telekommunikation, IT"
282,"Wissenschaft, Bildung, Forschung und Entwicklung"
283,"Soziales, Gesundheit, Schönheitspflege"
284,"Wissenschaft, Bildung, Forschung und Entwicklung"
285,"Wissenschaft, Bildung, Forschung und Entwicklung"
286,"Elektrotechnik, Elektronik, Telekommunikation, IT"
287,"Elektrotechnik, Elektronik, Telekommunikation, IT"
288,"Elektrotechnik, Elektronik, Telekommunikation, IT"
289,"Elektrotechnik, Elektronik, Telekommunikation, IT"
290,"Elektrotechnik, Elektronik, Telekommunikation, IT"
291,"Elektrotechnik, Elektronik, Telekommunikation, IT"
292,"Wissenschaft, Bildung, Forschung und Entwicklung"
293,"Elektrotechnik, Elektronik, Telekommunikation, IT"
294,"Wissenschaft, Bildung, Forschung und Entwicklung"
295,"Elektrotechnik, Elektronik, Telekommunikation, IT"
296,"Elektrotechnik, Elektronik, Telekommunikation, IT"
297,"Wissenschaft, Bildung, Forschung und Entwicklung"
298,"Elektrotechnik, Elektronik, Telekommunikation, IT"
299,"Elektrotechnik, Elektronik, Telekommunikation, IT"
300,"Wissenschaft, Bildung, Forschung und Entwicklung"
301,Umwelt
302,"Wissenschaft, Bildung, Forschung und Entwicklung"
303,"Elektrotechnik, Elektronik, Telekommunikation, IT"
304,"Soziales, Gesundheit, Schönheitspflege"
305,"Elektrotechnik, Elektronik, Telekommunikation, IT"
306,"Elektrotechnik, Elektronik, Telekommunikation, IT"
307,"Elektrotechnik, Elektronik, Telekommunikation, IT"
308,"Wissenschaft, Bildung, Forschung und Entwicklung"
309,"Elektrotechnik, Elektronik, Telekommunikation, IT"
310,"Elektrotechnik, Elektronik, Telekommunikation, IT"
311,"Elektrotechnik, Elektronik, Telekommunikation, IT"
312,"Elektrotechnik, Elektronik, Telekommunikation, IT"
313,"Elektrotechnik, Elektronik, Telekommunikation, IT"
314,"Elektrotechnik, Elektronik, Telekommunikation, IT"
315,"Elektrotechnik, Elektronik, Telekommunikation, IT"
316,"Elektrotechnik, Elektronik, Telekommunikation, IT"
317,"Wissenschaft, Bildung, Forschung und Entwicklung"
318,"Elektrotechnik, Elektronik, Telekommunikation, IT"
319,"Elektrotechnik, Elektronik, Telekommunikation, IT"
320,"Elektrotechnik, Elektronik, Telekommunikation, IT"
321,"Elektrotechnik, Elektronik, Telekommunikation, IT"
322,"Wissenschaft, Bildung, Forschung und Entwicklung"
323,"Elektrotechnik, Elektronik, Telekommunikation, IT"
324,"Elektrotechnik, Elektronik, Telekommunikation, IT"
325,"Wissenschaft, Bildung, Forschung und Entwicklung"
326,"Elektrotechnik, Elektronik, Telekommunikation, IT"
327,"Elektrotechnik, Elektronik, Telekommunikation, IT"
328,"Elektrotechnik, Elektronik, Telekommunikation, IT"
329,"Wissenschaft, Bildung, Forschung und Entwicklung"
330,"Wissenschaft, Bildung, Forschung und Entwicklung"
331,"Elektrotechnik, Elektronik, Telekommunikation, IT"
332,"Wissenschaft, Bildung, Forschung und Entwicklung"
333,"Elektrotechnik, Elektronik, Telekommunikation, IT"
334,"Wissenschaft, Bildung, Forschung und Entwicklung"
335,"Chemie, Biotechnologie, Lebensmittel, Kunststoffe"
336,"Elektrotechnik, Elektronik, Telekommunikation, IT"
337,"Elektrotechnik, Elektronik, Telekommunikation, IT"
338,"Elektrotechnik, Elektronik, Telekommunikation, IT"
339,"Elektrotechnik, Elektronik, Telekommunikation, IT"
340,"Elektrotechnik, Elektronik, Telekommunikation, IT"
341,"Elektrotechnik, Elektronik, Telekommunikation, IT"
342,"Elektrotechnik, Elektronik, Telekommunikation, IT"
343,"Wissenschaft, Bildung, Forschung und Entwicklung"
344,"Wissenschaft, Bildung, Forschung und Entwicklung"
345,"Soziales, Gesundheit, Schönheitspflege"
346,"Elektrotechnik, Elektronik, Telekommunikation, IT"
347,"Chemie, Biotechnologie, Lebensmittel, Kunststoffe"
348,"Elektrotechnik, Elektronik, Telekommunikation, IT"
349,"Elektrotechnik, Elektronik, Telekommunikation, IT"
350,"Elektrotechnik, Elektronik, Telekommunikation, IT"
351,"Elektrotechnik, Elektronik, Telekommunikation, IT"
352,"Elektrotechnik, Elektronik, Telekommunikation, IT"
353,"Elektrotechnik, Elektronik, Telekommunikation, IT"
354,"Elektrotechnik, Elektronik, Telekommunikation, IT"
355,"Chemie, Biotechnologie, Lebensmittel, Kunststoffe"
356,"Elektrotechnik, Elektronik, Telekommunikation, IT"
357,"Wissenschaft, Bildung, Forschung und Entwicklung"
358,"Wissenschaft, Bildung, Forschung und Entwicklung"
359,"Wissenschaft, Bildung, Forschung und Entwicklung"
360,"Elektrotechnik, Elektronik, Telekommunikation, IT"
361,"Elektrotechnik, Elektronik, Telekommunikation, IT"
362,"Elektrotechnik, Elektronik, Telekommunikation, IT"
363,"Elektrotechnik, Elektronik, Telekommunikation, IT"
364,"Wissenschaft, Bildung, Forschung und Entwicklung"
365,"Elektrotechnik, Elektronik, Telekommunikation, IT"
366,"Elektrotechnik, Elektronik, Telekommunikation, IT"
367,"Elektrotechnik, Elektronik, Telekommunikation, IT"
368,"Elektrotechnik, Elektronik, Telekommunikation, IT"
369,"Elektrotechnik, Elektronik, Telekommunikation, IT"
370,"Elektrotechnik, Elektronik, Telekommunikation, IT"
371,"Elektrotechnik, Elektronik, Telekommunikation, IT"
372,"Elektrotechnik, Elektronik, Telekommunikation, IT"
373,"Wissenschaft, Bildung, Forschung und Entwicklung"
374,"Elektrotechnik, Elektronik, Telekommunikation, IT"
375,"Wissenschaft, Bildung, Forschung und Entwicklung"
376,"Elektrotechnik, Elektronik, Telekommunikation, IT"
377,"Wissenschaft, Bildung, Forschung und Entwicklung"
378,"Wissenschaft, Bildung, Forschung und Entwicklung"
379,"Wissenschaft, Bildung, Forschung und Entwicklung"
380,"Wissenschaft, Bildung, Forschung und Entwicklung"
381,"Elektrotechnik, Elektronik, Telekommunikation, IT"
382,"Wissenschaft, Bildung, Forschung und Entwicklung"
383,"Elektrotechnik, Elektronik, Telekommunikation, IT"
384,"Elektrotechnik, Elektronik, Telekommunikation, IT"
385,"Elektrotechnik, Elektronik, Telekommunikation, IT"
386,"Elektrotechnik, Elektronik, Telekommunikation, IT"
387,"Elektrotechnik, Elektronik, Telekommunikation, IT"
388,"Elektrotechnik, Elektronik, Telekommunikation, IT"
389,"Wissenschaft, Bildung, Forschung und Entwicklung"
390,Umwelt
391,"Elektrotechnik, Elektronik, Telekommunikation, IT"
392,Umwelt
393,"Elektrotechnik, Elektronik, Telekommunikation, IT"
394,"Elektrotechnik, Elektronik, Telekommunikation, IT"
395,Umwelt
396,"Elektrotechnik, Elektronik, Telekommunikation, IT"
397,"Elektrotechnik, Elektronik, Telekommunikation, IT"
398,"Elektrotechnik, Elektronik, Telekommunikation, IT"
399,"Elektrotechnik, Elektronik, Telekommunikation, IT"
400,"Wissenschaft, Bildung, Forschung und Entwicklung"
401,"Elektrotechnik, Elektronik, Telekommunikation, IT"
402,"Wissenschaft, Bildung, Forschung und Entwicklung"
403,"Wissenschaft, Bildung, Forschung und Entwicklung"
404,"Elektrotechnik, Elektronik, Telekommunikation, IT"
405,"Chemie, Biotechnologie, Lebensmittel, Kunststoffe"
406,"Elektrotechnik, Elektronik, Telekommunikation, IT"
407,"Elektrotechnik, Elektronik, Telekommunikation, IT"
408,"Elektrotechnik, Elektronik, Telekommunikation, IT"
409,"Soziales, Gesundheit, Schönheitspflege"
410,"Elektrotechnik, Elektronik, Telekommunikation, IT"
411,"Elektrotechnik, Elektronik, Telekommunikation, IT"
412,"Wissenschaft, Bildung, Forschung und Entwicklung"
413,"Elektrotechnik, Elektronik, Telekommunikation, IT"
414,"Elektrotechnik, Elektronik, Telekommunikation, IT"
415,"Elektrotechnik, Elektronik, Telekommunikation, IT"
416,"Elektrotechnik, Elektronik, Telekommunikation, IT"
417,"Wissenschaft, Bildung, Forschung und Entwicklung"
418,"Wissenschaft, Bildung, Forschung und Entwicklung"
419,"Elektrotechnik, Elektronik, Telekommunikation, IT"
420,"Elektrotechnik, Elektronik, Telekommunikation, IT"
421,"Elektrotechnik, Elektronik, Telekommunikation, IT"
422,"Elektrotechnik, Elektronik, Telekommunikation, IT"
423,"Elektrotechnik, Elektronik, Telekommunikation, IT"
424,"Elektrotechnik, Elektronik, Telekommunikation, IT"
425,"Elektrotechnik, Elektronik, Telekommunikation, IT"
426,"Wissenschaft, Bildung, Forschung und Entwicklung"
427,"Wissenschaft, Bildung, Forschung und Entwicklung"
428,"Elektrotechnik, Elektronik, Telekommunikation, IT"
429,"Wissenschaft, Bildung, Forschung und Entwicklung"
430,"Wissenschaft, Bildung, Forschung und Entwicklung"
431,"Medien, Grafik, Design, Druck, Kunst, Kunsthandwerk"
432,"Wissenschaft, Bildung, Forschung und Entwicklung"
433,"Elektrotechnik, Elektronik, Telekommunikation, IT"
434,"Elektrotechnik, Elektronik, Telekommunikation, IT"
435,"Elektrotechnik, Elektronik, Telekommunikation, IT"
436,"Elektrotechnik, Elektronik, Telekommunikation, IT"
437,"Elektrotechnik, Elektronik, Telekommunikation, IT"
438,"Wissenschaft, Bildung, Forschung und Entwicklung"
439,"Wissenschaft, Bildung, Forschung und Entwicklung"
440,"Wissenschaft, Bildung, Forschung und Entwicklung"
441,"Elektrotechnik, Elektronik, Telekommunikation, IT"
442,"Elektrotechnik, Elektronik, Telekommunikation, IT"
443,"Wissenschaft, Bildung, Forschung und Entwicklung"
444,"Elektrotechnik, Elektronik, Telekommunikation, IT"
445,"Elektrotechnik, Elektronik, Telekommunikation, IT"
446,"Wissenschaft, Bildung, Forschung und Entwicklung"
447,"Wissenschaft, Bildung, Forschung und Entwicklung"
448,"Elektrotechnik, Elektronik, Telekommunikation, IT"
449,"Wissenschaft, Bildung, Forschung und Entwicklung"
450,"Elektrotechnik, Elektronik, Telekommunikation, IT"
451,"Elektrotechnik, Elektronik, Telekommunikation, IT"
452,"Elektrotechnik, Elektronik, Telekommunikation, IT"
453,"Wissenschaft, Bildung, Forschung und Entwicklung"
454,"Soziales, Gesundheit, Schönheitspflege"
455,"Elektrotechnik, Elektronik, Telekommunikation, IT"
456,"Elektrotechnik, Elektronik, Telekommunikation, IT"
457,"Soziales, Gesundheit, Schönheitspflege"
458,"Wissenschaft, Bildung, Forschung und Entwicklung"
459,"Elektrotechnik, Elektronik, Telekommunikation, IT"
460,"Elektrotechnik, Elektronik, Telekommunikation, IT"
461,"Maschinenbau, Kfz, Metall"
462,"Elektrotechnik, Elektronik, Telekommunikation, IT"
463,"Elektrotechnik, Elektronik, Telekommunikation, IT"
464,"Elektrotechnik, Elektronik, Telekommunikation, IT"
465,"Wissenschaft, Bildung, Forschung und Entwicklung"
466,"Elektrotechnik, Elektronik, Telekommunikation, IT"
467,"Wissenschaft, Bildung, Forschung und Entwicklung"
468,"Elektrotechnik, Elektronik, Telekommunikation, IT"
469,"Wissenschaft, Bildung, Forschung und Entwicklung"
470,Umwelt
471,"Elektrotechnik, Elektronik, Telekommunikation, IT"
472,"Elektrotechnik, Elektronik, Telekommunikation, IT"
473,"Elektrotechnik, Elektronik, Telekommunikation, IT"
474,Umwelt
475,"Wissenschaft, Bildung, Forschung und Entwicklung"
476,"Elektrotechnik, Elektronik, Telekommunikation, IT"
477,"Wissenschaft, Bildung, Forschung und Entwicklung"
478,"Elektrotechnik, Elektronik, Telekommunikation, IT"
479,"Elektrotechnik, Elektronik, Telekommunikation, IT"
480,"Wissenschaft, Bildung, Forschung und Entwicklung"
481,"Elektrotechnik, Elektronik, Telekommunikation, IT"
482,"Elektrotechnik, Elektronik, Telekommunikation, IT"
483,"Elektrotechnik, Elektronik, Telekommunikation, IT"
484,"Elektrotechnik, Elektronik, Telekommunikation, IT"
485,"Elektrotechnik, Elektronik, Telekommunikation, IT"
486,Umwelt
487,"Elektrotechnik, Elektronik, Telekommunikation, IT"
488,"Elektrotechnik, Elektronik, Telekommunikation, IT"
489,"Chemie, Biotechnologie, Lebensmittel, Kunststoffe"
