request_number,industry
298,"Elektrotechnik, Elektronik, Telekommunikation, IT"
299,"Elektrotechnik, Elektronik, Telekommunikation, IT"
300,"Elektrotechnik, Elektronik, Telekommunikation, IT"
301,"Elektrotechnik, Elektronik, Telekommunikation, IT"
302,"Elektrotechnik, Elektronik, Telekommunikation, IT"
303,"Elektrotechnik, Elektronik, Telekommunikation, IT"
304,"Elektrotechnik, Elektronik, Telekommunikation, IT"
305,"Elektrotechnik, Elektronik, Telekommunikation, IT"
306,"Elektrotechnik, Elektronik, Telekommunikation, IT"
307,"Elektrotechnik, Elektronik, Telekommunikation, IT"
308,"Elektrotechnik, Elektronik, Telekommunikation, IT"
309,"Elektrotechnik, Elektronik, Telekommunikation, IT"
310,"Elektrotechnik, Elektronik, Telekommunikation, IT"
311,"Elektrotechnik, Elektronik, Telekommunikation, IT"
312,"Elektrotechnik, Elektronik, Telekommunikation, IT"
313,"Elektrotechnik, Elektronik, Telekommunikation, IT"
314,"Elektrotechnik, Elektronik, Telekommunikation, IT"
315,"Elektrotechnik, Elektronik, Telekommunikation, IT"
316,"Elektrotechnik, Elektronik, Telekommunikation, IT"
317,"Elektrotechnik, Elektronik, Telekommunikation, IT"
318,"Elektrotechnik, Elektronik, Telekommunikation, IT"
319,"Elektrotechnik, Elektronik, Telekommunikation, IT"
320,"Elektrotechnik, Elektronik, Telekommunikation, IT"
321,"Elektrotechnik, Elektronik, Telekommunikation, IT"
322,"Elektrotechnik, Elektronik, Telekommunikation, IT"
323,"Elektrotechnik, Elektronik, Telekommunikation, IT"
324,"Elektrotechnik, Elektronik, Telekommunikation, IT"
325,"Elektrotechnik, Elektronik, Telekommunikation, IT"
326,"Elektrotechnik, Elektronik, Telekommunikation, IT"
327,"Elektrotechnik, Elektronik, Telekommunikation, IT"
328,"Elektrotechnik, Elektronik, Telekommunikation, IT"
329,"Elektrotechnik, Elektronik, Telekommunikation, IT"
330,"Elektrotechnik, Elektronik, Telekommunikation, IT"
331,"Elektrotechnik, Elektronik, Telekommunikation, IT"
332,"Elektrotechnik, Elektronik, Telekommunikation, IT"
333,"Elektrotechnik, Elektronik, Telekommunikation, IT"
334,"Elektrotechnik, Elektronik, Telekommunikation, IT"
335,"Elektrotechnik, Elektronik, Telekommunikation, IT"
336,"Elektrotechnik, Elektronik, Telekommunikation, IT"
337,"Elektrotechnik, Elektronik, Telekommunikation, IT"
338,"Elektrotechnik, Elektronik, Telekommunikation, IT"
339,"Elektrotechnik, Elektronik, Telekommunikation, IT"
340,"Elektrotechnik, Elektronik, Telekommunikation, IT"
341,"Elektrotechnik, Elektronik, Telekommunikation, IT"
342,"Elektrotechnik, Elektronik, Telekommunikation, IT"
343,"Elektrotechnik, Elektronik, Telekommunikation, IT"
344,"Elektrotechnik, Elektronik, Telekommunikation, IT"
345,"Elektrotechnik, Elektronik, Telekommunikation, IT"
346,"Elektrotechnik, Elektronik, Telekommunikation, IT"
347,"Elektrotechnik, Elektronik, Telekommunikation, IT"
348,"Elektrotechnik, Elektronik, Telekommunikation, IT"
349,"Elektrotechnik, Elektronik, Telekommunikation, IT"
350,"Elektrotechnik, Elektronik, Telekommunikation, IT"
351,"Elektrotechnik, Elektronik, Telekommunikation, IT"
352,"Elektrotechnik, Elektronik, Telekommunikation, IT"
353,"Elektrotechnik, Elektronik, Telekommunikation, IT"
354,"Elektrotechnik, Elektronik, Telekommunikation, IT"
355,"Elektrotechnik, Elektronik, Telekommunikation, IT"
356,"Elektrotechnik, Elektronik, Telekommunikation, IT"
357,"Elektrotechnik, Elektronik, Telekommunikation, IT"
358,"Elektrotechnik, Elektronik, Telekommunikation, IT"
359,"Elektrotechnik, Elektronik, Telekommunikation, IT"
360,"Elektrotechnik, Elektronik, Telekommunikation, IT"
361,"Elektrotechnik, Elektronik, Telekommunikation, IT"
362,"Elektrotechnik, Elektronik, Telekommunikation, IT"
363,"Elektrotechnik, Elektronik, Telekommunikation, IT"
364,"Elektrotechnik, Elektronik, Telekommunikation, IT"
365,"Elektrotechnik, Elektronik, Telekommunikation, IT"
366,"Elektrotechnik, Elektronik, Telekommunikation, IT"
367,"Elektrotechnik, Elektronik, Telekommunikation, IT"
368,"Büro, Marketing, Finanz, Recht, Sicherheit"
369,"Elektrotechnik, Elektronik, Telekommunikation, IT"
370,"Elektrotechnik, Elektronik, Telekommunikation, IT"
371,"Elektrotechnik, Elektronik, Telekommunikation, IT"
372,"Elektrotechnik, Elektronik, Telekommunikation, IT"
373,"Elektrotechnik, Elektronik, Telekommunikation, IT"
374,"Elektrotechnik, Elektronik, Telekommunikation, IT"
375,"Elektrotechnik, Elektronik, Telekommunikation, IT"
376,Umwelt
377,"Elektrotechnik, Elektronik, Telekommunikation, IT"
379,"Elektrotechnik, Elektronik, Telekommunikation, IT"
380,"Elektrotechnik, Elektronik, Telekommunikation, IT"
381,"Elektrotechnik, Elektronik, Telekommunikation, IT"
382,"Elektrotechnik, Elektronik, Telekommunikation, IT"
383,"Elektrotechnik, Elektronik, Telekommunikation, IT"
384,"Elektrotechnik, Elektronik, Telekommunikation, IT"
385,"Elektrotechnik, Elektronik, Telekommunikation, IT"
386,"Elektrotechnik, Elektronik, Telekommunikation, IT"
387,"Elektrotechnik, Elektronik, Telekommunikation, IT"
388,"Elektrotechnik, Elektronik, Telekommunikation, IT"
389,"Elektrotechnik, Elektronik, Telekommunikation, IT"
390,"Elektrotechnik, Elektronik, Telekommunikation, IT"
392,"Elektrotechnik, Elektronik, Telekommunikation, IT"
393,"Elektrotechnik, Elektronik, Telekommunikation, IT"
394,"Elektrotechnik, Elektronik, Telekommunikation, IT"
395,"Elektrotechnik, Elektronik, Telekommunikation, IT"
396,"Elektrotechnik, Elektronik, Telekommunikation, IT"
397,"Wissenschaft, Bildung, Forschung und Entwicklung"
398,Unknown
399,"Elektrotechnik, Elektronik, Telekommunikation, IT"
400,"Elektrotechnik, Elektronik, Telekommunikation, IT"
401,"Elektrotechnik, Elektronik, Telekommunikation, IT"
403,"Elektrotechnik, Elektronik, Telekommunikation, IT"
404,"Elektrotechnik, Elektronik, Telekommunikation, IT"
405,"Elektrotechnik, Elektronik, Telekommunikation, IT"
406,"Wissenschaft, Bildung, Forschung und Entwicklung"
407,"Elektrotechnik, Elektronik, Telekommunikation, IT"
408,"Elektrotechnik, Elektronik, Telekommunikation, IT"
409,"Elektrotechnik, Elektronik, Telekommunikation, IT"
410,"Elektrotechnik, Elektronik, Telekommunikation, IT"
411,"Elektrotechnik, Elektronik, Telekommunikation, IT"
412,"Elektrotechnik, Elektronik, Telekommunikation, IT"
413,"Elektrotechnik, Elektronik, Telekommunikation, IT"
414,"Elektrotechnik, Elektronik, Telekommunikation, IT"
415,"Elektrotechnik, Elektronik, Telekommunikation, IT"
416,"Elektrotechnik, Elektronik, Telekommunikation, IT"
417,"Elektrotechnik, Elektronik, Telekommunikation, IT"
418,"Elektrotechnik, Elektronik, Telekommunikation, IT"
419,"Elektrotechnik, Elektronik, Telekommunikation, IT"
420,"Elektrotechnik, Elektronik, Telekommunikation, IT"
421,"Elektrotechnik, Elektronik, Telekommunikation, IT"
422,"Elektrotechnik, Elektronik, Telekommunikation, IT"
423,"Elektrotechnik, Elektronik, Telekommunikation, IT"
424,"Elektrotechnik, Elektronik, Telekommunikation, IT"
425,"Elektrotechnik, Elektronik, Telekommunikation, IT"
426,"Elektrotechnik, Elektronik, Telekommunikation, IT"
427,"Elektrotechnik, Elektronik, Telekommunikation, IT"
428,"Elektrotechnik, Elektronik, Telekommunikation, IT"
429,"Elektrotechnik, Elektronik, Telekommunikation, IT"
430,"Elektrotechnik, Elektronik, Telekommunikation, IT"
431,"Elektrotechnik, Elektronik, Telekommunikation, IT"
432,"Elektrotechnik, Elektronik, Telekommunikation, IT"
433,"Elektrotechnik, Elektronik, Telekommunikation, IT"
435,"Elektrotechnik, Elektronik, Telekommunikation, IT"
436,"Elektrotechnik, Elektronik, Telekommunikation, IT"
437,"Elektrotechnik, Elektronik, Telekommunikation, IT"
438,"Elektrotechnik, Elektronik, Telekommunikation, IT"
439,"Bergbau, Rohstoffe, Glas, Keramik, Stein"
440,"Elektrotechnik, Elektronik, Telekommunikation, IT"
441,"Elektrotechnik, Elektronik, Telekommunikation, IT"
442,"Elektrotechnik, Elektronik, Telekommunikation, IT"
443,"Elektrotechnik, Elektronik, Telekommunikation, IT"
444,"Elektrotechnik, Elektronik, Telekommunikation, IT"
445,"Elektrotechnik, Elektronik, Telekommunikation, IT"
446,"Elektrotechnik, Elektronik, Telekommunikation, IT"
447,"Elektrotechnik, Elektronik, Telekommunikation, IT"
448,"Elektrotechnik, Elektronik, Telekommunikation, IT"
449,"Elektrotechnik, Elektronik, Telekommunikation, IT"
450,"Elektrotechnik, Elektronik, Telekommunikation, IT"
451,"Elektrotechnik, Elektronik, Telekommunikation, IT"
452,"Elektrotechnik, Elektronik, Telekommunikation, IT"
453,"Elektrotechnik, Elektronik, Telekommunikation, IT"
454,"Elektrotechnik, Elektronik, Telekommunikation, IT"
455,"Elektrotechnik, Elektronik, Telekommunikation, IT"
456,"Elektrotechnik, Elektronik, Telekommunikation, IT"
457,"Maschinenbau, Kfz, Metall"
458,"Elektrotechnik, Elektronik, Telekommunikation, IT"
459,"Elektrotechnik, Elektronik, Telekommunikation, IT"
460,"Elektrotechnik, Elektronik, Telekommunikation, IT"
461,"Elektrotechnik, Elektronik, Telekommunikation, IT"
463,"Büro, Marketing, Finanz, Recht, Sicherheit"
464,"Elektrotechnik, Elektronik, Telekommunikation, IT"
465,"Elektrotechnik, Elektronik, Telekommunikation, IT"
466,"Elektrotechnik, Elektronik, Telekommunikation, IT"
467,"Elektrotechnik, Elektronik, Telekommunikation, IT"
468,"Elektrotechnik, Elektronik, Telekommunikation, IT"
469,"Elektrotechnik, Elektronik, Telekommunikation, IT"
470,"Elektrotechnik, Elektronik, Telekommunikation, IT"
471,"Elektrotechnik, Elektronik, Telekommunikation, IT"
472,"Elektrotechnik, Elektronik, Telekommunikation, IT"
473,"Elektrotechnik, Elektronik, Telekommunikation, IT"
474,"Elektrotechnik, Elektronik, Telekommunikation, IT"
475,"Elektrotechnik, Elektronik, Telekommunikation, IT"
476,"Elektrotechnik, Elektronik, Telekommunikation, IT"
477,"Elektrotechnik, Elektronik, Telekommunikation, IT"
478,"Elektrotechnik, Elektronik, Telekommunikation, IT"
479,"Elektrotechnik, Elektronik, Telekommunikation, IT"
480,"Elektrotechnik, Elektronik, Telekommunikation, IT"
481,"Elektrotechnik, Elektronik, Telekommunikation, IT"
