request_number,school
301,Gymnasium
302,Gymnasium
303,Gymnasium
304,Gymnasium
305,Gymnasium
306,Gymnasium
307,Gymnasium
308,Gymnasium
309,Gymnasium
310,Gymnasium
311,Gymnasium
312,Höhere Lehranstalt für Tourismus
313,Gymnasium
314,Gymnasium
315,Höhere technische und gewerbliche Lehranstalt
316,Gymnasium
317,Gymnasium
318,Höhere Lehranstalt für wirtschaftliche Berufe
319,Höhere Lehranstalt für wirtschaftliche Berufe
320,Höhere Lehranstalt für Tourismus
321,Gymnasium
322,Höhere Lehranstalt für Tourismus
323,Höhere Lehranstalt für Tourismus
324,Gymnasium
325,Höhere Lehranstalt für Pflege und Sozialbetreuung
326,Gymnasium
327,Gymnasium
328,Gymnasium
329,Gymnasium
330,Gymnasium
331,Gymnasium
332,Gymnasium
333,Gymnasium
334,Gymnasium
335,Gymnasium
336,Gymnasium
337,Gymnasium
338,Höhere technische und gewerbliche Lehranstalt
339,Gymnasium
340,Gymnasium
341,Gymnasium
342,Gymnasium
343,Gymnasium
344,Gymnasium
345,Höhere technische und gewerbliche Lehranstalt
346,Gymnasium
347,Gymnasium
348,Gymnasium
349,Gymnasium
350,Höhere Lehranstalt für wirtschaftliche Berufe
351,Höhere Lehranstalt für wirtschaftliche Berufe
352,Gymnasium
353,Gymnasium
354,Gymnasium
355,Gymnasium
356,Gymnasium
357,Höhere Lehranstalt für Tourismus
358,Gymnasium
359,Gymnasium
360,Gymnasium
361,Höhere Lehranstalt für Tourismus
362,Höhere Lehranstalt für Tourismus
363,Gymnasium
364,Gymnasium
365,Gymnasium
366,Höhere Lehranstalt für Tourismus
367,Höhere Lehranstalt für Tourismus
368,Gymnasium
369,Gymnasium
370,Höhere technische und gewerbliche Lehranstalt
371,Gymnasium
372,Gymnasium
373,Höhere Lehranstalt für Tourismus
374,Gymnasium
375,Gymnasium
376,Höhere Lehranstalt für Land- und Forstwirtschaft
377,Gymnasium
378,Gymnasium
379,Gymnasium
380,Gymnasium
381,Gymnasium
382,Gymnasium
383,Gymnasium
384,Höhere Lehranstalt für Tourismus
385,Gymnasium
386,Gymnasium
387,Höhere Lehranstalt für Tourismus
388,Gymnasium
389,Gymnasium
390,Höhere Lehranstalt für Pflege und Sozialbetreuung
391,Gymnasium
392,Gymnasium
393,Höhere Lehranstalt für wirtschaftliche Berufe
394,Gymnasium
395,Gymnasium
396,Gymnasium
397,Gymnasium
398,Gymnasium
399,Gymnasium
400,Höhere Lehranstalt für Tourismus
401,Gymnasium
402,Höhere Lehranstalt für Tourismus
403,Gymnasium
404,Gymnasium
405,Gymnasium
406,Gymnasium
407,Gymnasium
408,Höhere technische und gewerbliche Lehranstalt
409,Gymnasium
410,Gymnasium
411,Gymnasium
412,Gymnasium
413,Höhere Lehranstalt für Tourismus
414,Höhere Lehranstalt für wirtschaftliche Berufe
415,Gymnasium
416,Gymnasium
417,Gymnasium
418,Gymnasium
419,Höhere Lehranstalt für wirtschaftliche Berufe
420,Gymnasium
421,Gymnasium
422,Gymnasium
423,Gymnasium
424,Handelsakademie
425,Gymnasium
426,Gymnasium
427,Gymnasium
428,Gymnasium
429,Gymnasium
430,Gymnasium
431,Gymnasium
432,Höhere Lehranstalt für Tourismus
433,Gymnasium
434,Höhere technische und gewerbliche Lehranstalt
435,Gymnasium
436,Gymnasium
437,Gymnasium
438,Gymnasium
439,Gymnasium
440,Gymnasium
441,Gymnasium
442,Gymnasium
443,Gymnasium
444,Gymnasium
445,Höhere Lehranstalt für Tourismus
446,Gymnasium
447,Höhere technische und gewerbliche Lehranstalt
448,Gymnasium
449,Höhere technische und gewerbliche Lehranstalt
450,Gymnasium
451,Gymnasium
452,Gymnasium
453,Höhere Lehranstalt für wirtschaftliche Berufe
454,Gymnasium
455,Gymnasium
456,Gymnasium
457,Gymnasium
458,Höhere Lehranstalt für wirtschaftliche Berufe
459,Gymnasium
460,Gymnasium
461,Gymnasium
462,Gymnasium
463,Höhere Lehranstalt für Tourismus
464,Gymnasium
465,Gymnasium
466,Höhere Lehranstalt für wirtschaftliche Berufe
467,Gymnasium
468,Gymnasium
469,Höhere technische und gewerbliche Lehranstalt
470,Gymnasium
471,Gymnasium
472,Höhere Lehranstalt für Tourismus
473,Höhere Lehranstalt für wirtschaftliche Berufe
474,Höhere Lehranstalt für Tourismus
475,Gymnasium
476,Gymnasium
477,Höhere Lehranstalt für Tourismus
478,Gymnasium
479,Gymnasium
480,Gymnasium
481,Höhere Lehranstalt für wirtschaftliche Berufe
482,Höhere Lehranstalt für Tourismus
483,Höhere Lehranstalt für wirtschaftliche Berufe
484,Gymnasium
485,Gymnasium
486,Höhere Lehranstalt für Tourismus
487,Höhere Lehranstalt für Tourismus
488,Gymnasium
489,Gymnasium
490,Gymnasium
491,Höhere technische und gewerbliche Lehranstalt
492,Höhere Lehranstalt für Tourismus
493,Gymnasium
494,Gymnasium
495,Gymnasium
496,Höhere Lehranstalt für Tourismus
497,Höhere Lehranstalt für wirtschaftliche Berufe
498,Höhere Lehranstalt für Tourismus
499,Gymnasium
500,Gymnasium
