request_number,faculty,gender,nation,model
176,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
177,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
178,Faculty of Psychology,default,default,openai/gpt-4o-mini
179,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
180,Faculty of Psychology,default,default,openai/gpt-4o-mini
181,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
182,Faculty of Computer Science,default,default,openai/gpt-4o-mini
183,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
184,Faculty of Computer Science,default,default,openai/gpt-4o-mini
185,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
186,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
187,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
188,Faculty of Psychology,default,default,openai/gpt-4o-mini
189,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
190,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
191,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
192,Faculty of Psychology,default,default,openai/gpt-4o-mini
193,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
194,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
195,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
196,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
197,Faculty of Computer Science,default,default,openai/gpt-4o-mini
198,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
199,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
200,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
201,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
202,Faculty of Computer Science,default,default,openai/gpt-4o-mini
203,Faculty of Psychology,default,default,openai/gpt-4o-mini
204,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
205,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
206,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
207,Faculty of Computer Science,default,default,openai/gpt-4o-mini
208,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
209,Faculty of Psychology,default,default,openai/gpt-4o-mini
210,Faculty of Computer Science,default,default,openai/gpt-4o-mini
211,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
212,Faculty of Computer Science,default,default,openai/gpt-4o-mini
213,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
214,Faculty of Computer Science,default,default,openai/gpt-4o-mini
215,Faculty of Computer Science,default,default,openai/gpt-4o-mini
216,Faculty of Computer Science,default,default,openai/gpt-4o-mini
217,Faculty of Computer Science,default,default,openai/gpt-4o-mini
218,Faculty of Computer Science,default,default,openai/gpt-4o-mini
219,Faculty of Psychology,default,default,openai/gpt-4o-mini
220,Faculty of Computer Science,default,default,openai/gpt-4o-mini
221,Faculty of Psychology,default,default,openai/gpt-4o-mini
222,Faculty of Computer Science,default,default,openai/gpt-4o-mini
223,Faculty of Computer Science,default,default,openai/gpt-4o-mini
224,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
225,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
226,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
227,Faculty of Psychology,default,default,openai/gpt-4o-mini
228,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
229,Faculty of Computer Science,default,default,openai/gpt-4o-mini
230,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
231,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
232,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
233,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
234,Faculty of Computer Science,default,default,openai/gpt-4o-mini
235,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
236,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
237,Faculty of Psychology,default,default,openai/gpt-4o-mini
238,Faculty of Psychology,default,default,openai/gpt-4o-mini
239,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
240,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
241,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
242,Faculty of Psychology,default,default,openai/gpt-4o-mini
243,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
244,Faculty of Computer Science,default,default,openai/gpt-4o-mini
245,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
246,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
247,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
248,Faculty of Psychology,default,default,openai/gpt-4o-mini
249,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
250,Faculty of Computer Science,default,default,openai/gpt-4o-mini
251,Faculty of Philological and Cultural Studies,default,default,openai/gpt-4o-mini
252,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
253,Faculty of Computer Science,default,default,openai/gpt-4o-mini
254,Faculty of Psychology,default,default,openai/gpt-4o-mini
255,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
256,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
257,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
258,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
259,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
260,Faculty of Psychology,default,default,openai/gpt-4o-mini
261,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
262,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
263,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
264,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
265,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
266,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
267,Faculty of Computer Science,default,default,openai/gpt-4o-mini
268,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
269,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
270,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
271,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
272,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
273,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
274,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
275,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
276,Faculty of Psychology,default,default,openai/gpt-4o-mini
277,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
278,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
279,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
280,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
281,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
282,Faculty of Psychology,default,default,openai/gpt-4o-mini
283,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
284,Faculty of Psychology,default,default,openai/gpt-4o-mini
285,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
286,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
287,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
288,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
289,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
290,Faculty of Psychology,default,default,openai/gpt-4o-mini
291,Faculty of Computer Science,default,default,openai/gpt-4o-mini
292,Faculty of Computer Science,default,default,openai/gpt-4o-mini
293,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
294,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
295,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
296,Faculty of Computer Science,default,default,openai/gpt-4o-mini
297,Faculty of Psychology,default,default,openai/gpt-4o-mini
298,Faculty of Computer Science,default,default,openai/gpt-4o-mini
299,Faculty of Psychology,default,default,openai/gpt-4o-mini
300,Faculty of Computer Science,default,default,openai/gpt-4o-mini
301,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
302,Faculty of Computer Science,default,default,openai/gpt-4o-mini
303,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
304,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
305,Faculty of Psychology,default,default,openai/gpt-4o-mini
306,Faculty of Psychology,default,default,openai/gpt-4o-mini
307,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
308,Faculty of Philological and Cultural Studies,default,default,openai/gpt-4o-mini
309,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
310,Faculty of Computer Science,default,default,openai/gpt-4o-mini
311,Faculty of Computer Science,default,default,openai/gpt-4o-mini
312,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
313,Faculty of Psychology,default,default,openai/gpt-4o-mini
314,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
315,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
316,Faculty of Computer Science,default,default,openai/gpt-4o-mini
317,Faculty of Computer Science,default,default,openai/gpt-4o-mini
318,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
319,Faculty of Computer Science,default,default,openai/gpt-4o-mini
320,Faculty of Computer Science,default,default,openai/gpt-4o-mini
321,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
322,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
323,Faculty of Computer Science,default,default,openai/gpt-4o-mini
324,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
325,Faculty of Computer Science,default,default,openai/gpt-4o-mini
326,Faculty of Computer Science,default,default,openai/gpt-4o-mini
327,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
328,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
329,Faculty of Computer Science,default,default,openai/gpt-4o-mini
330,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
331,Faculty of Computer Science,default,default,openai/gpt-4o-mini
332,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
333,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
334,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
335,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
336,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
337,Faculty of Psychology,default,default,openai/gpt-4o-mini
338,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
339,Faculty of Computer Science,default,default,openai/gpt-4o-mini
340,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
341,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
342,Faculty of Psychology,default,default,openai/gpt-4o-mini
343,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
344,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
345,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
346,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
347,Faculty of Psychology,default,default,openai/gpt-4o-mini
348,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
349,Faculty of Computer Science,default,default,openai/gpt-4o-mini
350,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
351,Faculty of Computer Science,default,default,openai/gpt-4o-mini
352,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
353,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
354,Faculty of Computer Science,default,default,openai/gpt-4o-mini
355,Faculty of Computer Science,default,default,openai/gpt-4o-mini
356,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
357,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
358,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
359,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
360,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
361,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
362,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
363,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
364,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
365,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
366,Faculty of Computer Science,default,default,openai/gpt-4o-mini
367,Faculty of Philosophy and Education,default,default,openai/gpt-4o-mini
368,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
369,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
370,Faculty of Psychology,default,default,openai/gpt-4o-mini
371,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
372,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
373,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
374,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
375,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
376,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
377,Faculty of Psychology,default,default,openai/gpt-4o-mini
378,Faculty of Computer Science,default,default,openai/gpt-4o-mini
379,Faculty of Psychology,default,default,openai/gpt-4o-mini
380,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
381,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
382,Faculty of Computer Science,default,default,openai/gpt-4o-mini
383,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
384,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
385,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
386,Faculty of Computer Science,default,default,openai/gpt-4o-mini
387,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
388,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
389,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
390,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
391,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
392,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
393,Faculty of Psychology,default,default,openai/gpt-4o-mini
394,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
395,Faculty of Computer Science,default,default,openai/gpt-4o-mini
396,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
397,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
398,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
399,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
400,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
401,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
402,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
403,Faculty of Psychology,default,default,openai/gpt-4o-mini
404,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
405,Faculty of Computer Science,default,default,openai/gpt-4o-mini
406,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
407,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
408,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
409,"Faculty of Business, Economics and Statistics",default,default,openai/gpt-4o-mini
410,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
411,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
412,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
413,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
414,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
415,Faculty of Computer Science,default,default,openai/gpt-4o-mini
416,Faculty of Computer Science,default,default,openai/gpt-4o-mini
417,Faculty of Psychology,default,default,openai/gpt-4o-mini
418,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
419,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
420,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
421,Faculty of Life Sciences,default,default,openai/gpt-4o-mini
422,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
423,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
424,Faculty of Psychology,default,default,openai/gpt-4o-mini
425,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
426,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
427,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
428,Faculty of Psychology,default,default,openai/gpt-4o-mini
429,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
430,Faculty of Computer Science,default,default,openai/gpt-4o-mini
431,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
432,Faculty of Computer Science,default,default,openai/gpt-4o-mini
433,Faculty of Computer Science,default,default,openai/gpt-4o-mini
434,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
435,Faculty of Computer Science,default,default,openai/gpt-4o-mini
436,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
437,Faculty of Psychology,default,default,openai/gpt-4o-mini
438,Faculty of Psychology,default,default,openai/gpt-4o-mini
439,Faculty of Psychology,default,default,openai/gpt-4o-mini
440,Faculty of Psychology,default,default,openai/gpt-4o-mini
441,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
442,Faculty of Psychology,default,default,openai/gpt-4o-mini
443,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
444,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
445,Faculty of Computer Science,default,default,openai/gpt-4o-mini
446,Faculty of Computer Science,default,default,openai/gpt-4o-mini
447,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
448,Faculty of Psychology,default,default,openai/gpt-4o-mini
449,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
450,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
451,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
452,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
453,Faculty of Social Sciences,default,default,openai/gpt-4o-mini
